Latitude,Longitude
41.748582349,-87.660163933
41.748618411,-87.595425023
41.748757987,-87.71078117
41.748757987,-87.71078117
41.748761463,-87.613651054
41.748772464,-87.70236711
41.748875144,-87.585894137
41.748890402,-87.601479486
41.748964781,-87.566184887
41.749053265,-87.55770028
41.749135591,-87.685268108
41.749141151,-87.554060268
41.749144511,-87.701154143
41.749165772,-87.557698925
41.749165772,-87.557698925
41.749205143,-87.575940886
41.749220678,-87.557701929
41.749241885,-87.662194572
41.749270147,-87.554062372
41.74929316,-87.574723198
41.749328984,-87.665839969
41.749385386,-87.556490622
41.749390928,-87.667055985
41.749416552,-87.65734811
41.749442973,-87.557702918
41.749458042,-87.68405187
41.749462087,-87.546789436
41.749464866,-87.658564262
41.749468625,-87.604371641
41.749468625,-87.604371641
41.74947481,-87.603616657
41.749481415,-87.55770612
41.74950263,-87.601087746
41.749514782,-87.660993393
41.74953901,-87.548005154
41.749541695,-87.560135043
41.749550092,-87.554066316
41.74955638,-87.651288994
41.749634988,-87.709046647
41.749637411,-87.717632896
41.749637411,-87.717632896
41.749647411,-87.644010048
41.749653225,-87.668277264
41.749678569,-87.70646631
41.749683042,-87.665847295
41.749722354,-87.646442572
41.74974794,-87.63792199
41.749773746,-87.686504008
41.749873967,-87.552860394
41.749991096,-87.692478898
41.750016955,-87.55857919
41.750018835,-87.558450905
41.750030916,-87.683445092
41.750075627,-87.644027455
41.750106007,-87.659792541
41.750177022,-87.677283297
41.750178037,-87.618128118
41.750187225,-87.661008365
41.750237807,-87.595465112
41.75024669,-87.607631727
41.75025981,-87.608840922
41.750323974,-87.658588247
41.750324322,-87.666166809
41.750332165,-87.665155275
41.75033427,-87.665045312
41.750382615,-87.661570688
41.750397942,-87.660438139
41.750400515,-87.660408795
41.750410496,-87.602733865
41.750421805,-87.658891391
41.750422098,-87.594249991
41.750435417,-87.65793843
41.750468733,-87.655673301
41.750472394,-87.634297122
41.750472394,-87.634297122
41.750492144,-87.597895552
41.750615278,-87.625808133
41.750620131,-87.600316454
41.750620131,-87.600316454
41.750628547,-87.612490478
41.75064436,-87.613699651
41.750657714,-87.614956494
41.750663536,-87.601528975
41.750706929,-87.602741498
41.750751798,-87.708519102
41.750773621,-87.634642001
41.750774468,-87.634781251
41.750807192,-87.606434385
41.750819013,-87.632182489
41.750838669,-87.602743669
41.750880891,-87.600324481
41.750935666,-87.563794018
41.750936036,-87.682871596
41.75097171,-87.682871235
41.750990919,-87.682871041
41.751016954,-87.573533858
41.751036939,-87.550350636
41.751037603,-87.557731362
41.751049878,-87.707317845
41.751059505,-87.55894412
41.7511168,-87.563795519
41.751130513,-87.614203618
41.751141883,-87.54683123
41.751147049,-87.613338558
41.751148783,-87.613177291
41.751170669,-87.61185408
41.751185092,-87.567444769
41.751188365,-87.610739804
41.751204276,-87.609779467
41.751204276,-87.609779467
41.751206212,-87.609651179
41.751208125,-87.609519228
41.751214876,-87.571098146
41.751229121,-87.608496532
41.751230694,-87.674381091
41.751230964,-87.608353587
41.751245796,-87.563797643
41.751254843,-87.606920408
41.751257054,-87.606836094
41.75126807,-87.605974758
41.75126815,-87.548039048
41.751268534,-87.606048047
41.751269403,-87.636747512
41.751270583,-87.605938082
41.751290896,-87.60481278
41.751291175,-87.604856753
41.751305337,-87.603628907
41.751317167,-87.563800456
41.751320366,-87.602107872
41.751320646,-87.602151846
41.751329969,-87.601030331
41.751330086,-87.601048653
41.751331394,-87.554103407
41.751355924,-87.598647957
41.751389636,-87.671953404
41.751436547,-87.674386315
41.751457646,-87.552892516
41.751462228,-87.670739627
41.751462228,-87.670739627
41.751462766,-87.664674462
41.751527624,-87.582334217
41.75156675,-87.57909046
41.751581481,-87.577990863
41.751595549,-87.576792325
41.751605291,-87.70399584
41.751611954,-87.671958451
41.75162913,-87.656995068
41.751640691,-87.573236987
41.751678423,-87.57023511
41.751678423,-87.57023511
41.751693834,-87.648920921
41.751719438,-87.566914357
41.751735817,-87.565668145
41.7517514,-87.564715123
41.751760891,-87.657001014
41.751767411,-87.563417608
41.751767411,-87.563417608
41.751777294,-87.64041045
41.751785758,-87.562061428
41.751824605,-87.559268417
41.751827103,-87.559231739
41.751833633,-87.558572004
41.751861269,-87.648926472
41.751883525,-87.554990931
41.751897254,-87.553777728
41.751898652,-87.650135449
41.751898652,-87.650135449
41.751921453,-87.552087979
41.751941187,-87.550552203
41.751942164,-87.614975155
41.751943915,-87.682029516
41.751994124,-87.640415448
41.752039895,-87.641635327
41.752114055,-87.605224922
41.752128151,-87.603986066
41.752151765,-87.665176717
41.75216896,-87.605227966
41.752169124,-87.663915849
41.752188169,-87.605227749
41.752192862,-87.662339743
41.752258758,-87.600360112
41.752259915,-87.603991904
41.752395462,-87.601571604
41.752397378,-87.551451864
41.752416738,-87.710383001
41.75242239,-87.602784346
41.752432543,-87.722011284
41.752532509,-87.608906986
41.752533797,-87.579669171
41.752555515,-87.580889297
41.752555515,-87.580889297
41.752562899,-87.601577032
41.75256441,-87.597945193
41.752582108,-87.601576814
41.7525869,-87.584432797
41.752613165,-87.580892288
41.752637555,-87.561402561
41.752638525,-87.577230849
41.752641782,-87.584432159
41.752646328,-87.57967152
41.752650676,-87.567463994
41.752672549,-87.56868778
41.752697708,-87.563824279
41.752788298,-87.554056467
41.752812742,-87.566252678
41.752892887,-87.582120402
41.752920028,-87.563828953
41.752940239,-87.578458689
41.752955186,-87.614157597
41.752955186,-87.614157597
41.752955186,-87.614157597
41.752976645,-87.555527448
41.75300257,-87.664717118
41.753029757,-87.673215596
41.75306513,-87.558469238
41.753065615,-87.562621485
41.753065615,-87.562621485
41.753065615,-87.562621485
41.753065615,-87.562621485
41.753074159,-87.65865473
41.753099617,-87.672001817
41.753123114,-87.563830192
41.753141314,-87.555529125
41.75328779,-87.646540159
41.753297403,-87.663508322
41.753297938,-87.644110254
41.753313456,-87.641669297
41.753344428,-87.647752622
41.753347902,-87.650178718
41.753349598,-87.651388102
41.753382541,-87.579366054
41.753414348,-87.57669034
41.753457689,-87.650181219
41.753496107,-87.650180812
41.75356945,-87.56450286
41.753582154,-87.634373327
41.753588417,-87.716972109
41.753644669,-87.642897137
41.753694936,-87.555016689
41.75375771,-87.552135344
41.753770131,-87.615017075
41.753790053,-87.646549464
41.753901595,-87.636814339
41.753961271,-87.611361053
41.754036152,-87.619833441
41.75404909,-87.605272685
41.75404909,-87.605272685
41.754115911,-87.55033154
41.754225969,-87.608942917
41.754241843,-87.610155821
41.754331455,-87.634390852
41.754361055,-87.607735643
41.754592961,-87.741528537
41.754624469,-87.563863568
41.754658178,-87.621010323
41.754698444,-87.565075774
41.754725641,-87.567505295
41.754780109,-87.657082931
41.754786124,-87.670833714
41.754830943,-87.667193967
41.75485369,-87.552283311
41.754879912,-87.661934267
41.755049273,-87.632843785
41.755085775,-87.675701358
41.75515014,-87.651435012
41.755279135,-87.651437311
41.755294005,-87.635630161
41.755299091,-87.668420555
41.755339469,-87.663560389
41.755339469,-87.663560389
41.755426384,-87.561086941
41.755458933,-87.642943662
41.755464062,-87.650229577
41.755473435,-87.639428796
41.755482543,-87.636852221
41.755589111,-87.598020614
41.755644606,-87.640508123
41.755774593,-87.607771031
41.755859312,-87.601656868
41.756012564,-87.587083083
41.756054437,-87.618264454
41.756091788,-87.632341337
41.756094931,-87.644659401
41.756095195,-87.644703378
41.756115887,-87.605326291
41.756115887,-87.605326291
41.756137809,-87.61140996
41.756137809,-87.61140996
41.756137809,-87.61140996
41.756137809,-87.61140996
41.756137809,-87.61140996
41.756172866,-87.612622686
41.756197144,-87.563892427
41.756208972,-87.57975445
41.756235471,-87.565108753
41.756259091,-87.624719943
41.756259091,-87.624719943
41.756259091,-87.624719943
41.756274573,-87.597924829
41.756443249,-87.624322095
41.756448661,-87.573645716
41.756495635,-87.571207919
41.756507401,-87.562686593
41.756672251,-87.664810972
41.756746185,-87.562691066
41.756902313,-87.650269301
41.756906514,-87.590363943
41.756922758,-87.645416548
41.757006621,-87.670895174
41.757076332,-87.666342442
41.757085143,-87.6514805
41.757134879,-87.647847889
41.757224695,-87.641770239
41.757289357,-87.623128962
41.757367412,-87.641772372
41.757409827,-87.627983869
41.757435477,-87.626352626
41.757464186,-87.588334385
41.757489974,-87.636621606
41.757567866,-87.605364858
41.75758973,-87.641777315
41.757592553,-87.557557148
41.757636956,-87.65059137
41.757639014,-87.556310458
41.757639014,-87.556310458
41.757639014,-87.556310458
41.757725557,-87.644744591
41.757729699,-87.590772269
41.757732493,-87.644528275
41.757865688,-87.556553285
41.757886076,-87.61669378
41.757914316,-87.573676076
41.757931061,-87.602919789
41.758027797,-87.637517408
41.758027797,-87.637517408
41.758049698,-87.565145758
41.758049698,-87.565145758
41.758092329,-87.633682992
41.758140253,-87.565144678
41.758140253,-87.565144678
41.758142277,-87.584573457
41.758168911,-87.628701252
41.758168911,-87.628701252
41.758189762,-87.627627142
41.758275857,-87.622451031
41.758283187,-87.562720324
41.75829879,-87.572473045
41.758300638,-87.621134974
41.758365901,-87.617505767
41.758395718,-87.562722643
41.758436534,-87.566361635
41.758437423,-87.613579606
41.758459496,-87.612285564
41.758479226,-87.61105752
41.758479341,-87.611075845
41.758510649,-87.566364418
41.758536614,-87.586130225
41.758568826,-87.606119561
41.758571453,-87.561511043
41.758573421,-87.557321761
41.758625915,-87.601280918
41.758649788,-87.598572099
41.758708181,-87.592707186
41.758729795,-87.590104677
41.758770652,-87.585405474
41.758868487,-87.576875505
41.758868487,-87.576875505
41.758906715,-87.658809886
41.758924781,-87.572102799
41.758930921,-87.646681577
41.75894376,-87.570412933
41.758952867,-87.638464025
41.758967456,-87.568198892
41.758992998,-87.565856546
41.758998928,-87.56551195
41.759011495,-87.564518539
41.759024243,-87.646684247
41.759042154,-87.562132147
41.759046167,-87.638463019
41.759089096,-87.636941506
41.759090808,-87.634511473
41.759145606,-87.630897008
41.759147704,-87.554994786
41.759162013,-87.683100073
41.759207403,-87.554895104
41.75923734,-87.647902483
41.7592497,-87.652751399
41.75926411,-87.585747936
41.759275097,-87.62963477
41.75930353,-87.653964009
41.759319686,-87.647905272
41.759335603,-87.559654632
41.759366666,-87.653967008
41.759392393,-87.612696618
41.759425115,-87.583502969
41.759445889,-87.619949448
41.759457412,-87.609071009
41.759466507,-87.612699454
41.759476621,-87.609070793
41.759564326,-87.655837845
41.759614966,-87.592037022
41.759624544,-87.602959229
41.759653407,-87.592040245
41.759691424,-87.584782692
41.759741292,-87.606656106
41.759768134,-87.597078595
41.75977457,-87.59082933
41.759786644,-87.568819577
41.759818573,-87.577377477
41.759866071,-87.60296382
41.759927937,-87.606661331
41.759947729,-87.66365908
41.759947729,-87.66365908
41.759958158,-87.56204421
41.759967099,-87.60417953
41.759993838,-87.628695949
41.760005657,-87.572460212
41.760090211,-87.590836687
41.760090211,-87.590836687
41.760093469,-87.702501792
41.760167294,-87.681799758
41.760264172,-87.613427244
41.760352645,-87.563168381
41.760382148,-87.562248051
41.76039299,-87.661425975
41.76039299,-87.661425975
41.760415736,-87.604819536
41.760439035,-87.672201358
41.760489118,-87.655366295
41.760495118,-87.650355819
41.760663209,-87.652784111
41.760753393,-87.646724457
41.760755876,-87.65036405
41.760811773,-87.64915025
41.760830032,-87.564379543
41.760884597,-87.628063106
41.760948626,-87.630899336
41.760967834,-87.630899126
41.76101609,-87.64430623
41.761096166,-87.623204276
41.761111214,-87.586199319
41.76113031,-87.67693716
41.761170257,-87.623203459
41.761171295,-87.634562206
41.761228524,-87.667772896
41.761234721,-87.586201552
41.761251959,-87.588433519
41.761272458,-87.582308566
41.761286569,-87.606693651
41.761312596,-87.661002202
41.761330424,-87.659829116
41.761441022,-87.589659211
41.761486891,-87.587844352
41.76150132,-87.648351216
41.761528108,-87.71093998
41.761594979,-87.577089059
41.761600332,-87.572496353
41.761603489,-87.615197285
41.761672394,-87.567646282
41.761778857,-87.562227664
41.761792666,-87.596960153
41.76179283,-87.694175824
41.76179283,-87.694175824
41.76179283,-87.694175824
41.76179283,-87.694175824
41.76179283,-87.694175824
41.761814314,-87.589669562
41.761829562,-87.662118399
41.76186678,-87.596962971
41.761915482,-87.590885285
41.761955918,-87.69785055
41.761988574,-87.673460993
41.761993362,-87.654034601
41.761993362,-87.654034601
41.762004279,-87.686843024
41.762006276,-87.672243916
41.762007252,-87.579272426
41.762139765,-87.664959482
41.762174354,-87.684396522
41.762189803,-87.663184929
41.762209384,-87.672249161
41.762212165,-87.576213123
41.762231982,-87.684395941
41.762236675,-87.659936931
41.762245159,-87.65951166
41.762246656,-87.659299054
41.762296486,-87.656106
41.762299315,-87.667387963
41.762301996,-87.655644106
41.762303939,-87.598805314
41.762304545,-87.655611091
41.762318036,-87.597577257
41.762334098,-87.65040596
41.762342874,-87.664964705
41.762385622,-87.589322086
41.762387559,-87.589197442
41.762412253,-87.679405552
41.762419957,-87.683180808
41.762421626,-87.585146819
41.762436196,-87.664967402
41.762477222,-87.708335719
41.762519013,-87.64919809
41.762568912,-87.663723461
41.762576537,-87.667396093
41.762667239,-87.649203846
41.762694638,-87.561289359
41.762704642,-87.650416692
41.762794385,-87.62002232
41.762858933,-87.630944478
41.76287055,-87.645565614
41.76287055,-87.645565614
41.762878839,-87.629712688
41.762908968,-87.645565203
41.762909953,-87.644355611
41.762930303,-87.61277799
41.762962901,-87.629099648
41.762969417,-87.629715364
41.76297867,-87.580518283
41.763067618,-87.582368271
41.763081338,-87.582368111
41.763084756,-87.664179939
41.763091292,-87.628108584
41.763108538,-87.662610896
41.763140959,-87.623251372
41.763159424,-87.610370918
41.763210765,-87.616814137
41.763210908,-87.655737173
41.7632645,-87.613994834
41.76328178,-87.715017312
41.763315857,-87.620031206
41.763367165,-87.599419974
41.763448904,-87.583602738
41.763481273,-87.566470168
41.763484107,-87.637623404
41.763484107,-87.637623404
41.763503773,-87.63634029
41.763528614,-87.565340653
41.763546495,-87.564321451
41.763583691,-87.56536932
41.763589484,-87.599424772
41.763601163,-87.630254612
41.763601711,-87.689330485
41.76366232,-87.579311694
41.763716858,-87.584713912
41.763716858,-87.584713912
41.763751687,-87.679443268
41.763754044,-87.688112032
41.763767383,-87.621151496
41.763773198,-87.685663319
41.763778582,-87.658934803
41.763781977,-87.585864104
41.763808927,-87.688111482
41.763823915,-87.561085218
41.763864124,-87.676542751
41.76389472,-87.61471722
41.763900132,-87.672294119
41.763913228,-87.667433588
41.76393126,-87.59579941
41.76400655,-87.667436288
41.7640148,-87.688120416
41.764086755,-87.672295869
41.764102636,-87.690571736
41.764128508,-87.666225422
41.764148399,-87.680678169
41.764148399,-87.680678169
41.764151886,-87.683229302
41.764167937,-87.595048945
41.764185533,-87.59266619
41.76419045,-87.667441718
41.764190758,-87.645599166
41.764202621,-87.66622832
41.764205457,-87.68445303
41.764227396,-87.644385503
41.764227937,-87.650451856
41.764227937,-87.650451856
41.764272595,-87.581984007
41.764388024,-87.640065846
41.764388024,-87.640065846
41.764407702,-87.628416731
41.76442078,-87.562921795
41.764450345,-87.698320777
41.764507679,-87.694801338
41.764510044,-87.643011586
41.764530483,-87.693474202
41.764569155,-87.628341654
41.764589674,-87.689822778
41.764591925,-87.689734784
41.764632089,-87.628311641
41.764671452,-87.684844209
41.764671452,-87.684844209
41.764678954,-87.621669247
41.764682386,-87.663785792
41.764777525,-87.676463791
41.764803632,-87.673835355
41.764832296,-87.576944743
41.764862971,-87.66794427
41.76486708,-87.580569518
41.764880547,-87.615256045
41.764881306,-87.635870858
41.764928563,-87.582416215
41.764932153,-87.576272783
41.764938517,-87.661591151
41.764949586,-87.609203516
41.764974559,-87.659310823
41.764994683,-87.658064336
41.765011746,-87.656766564
41.765025476,-87.576275351
41.76502562,-87.655861035
41.765027954,-87.655791365
41.765039197,-87.57627519
41.765067231,-87.741916142
41.765074549,-87.611617688
41.765078582,-87.609205731
41.765114538,-87.601885283
41.765133487,-87.609208779
41.765140839,-87.648448129
41.765150211,-87.601884878
41.765185248,-87.570144721
41.765188616,-87.581896344
41.765188616,-87.581896344
41.765248775,-87.566496772
41.76527896,-87.566496412
41.765279527,-87.607997512
41.765286035,-87.577086035
41.765305543,-87.637948287
41.765306435,-87.579354758
41.765316099,-87.611625977
41.765389154,-87.632738654
41.765510452,-87.582431423
41.765558758,-87.580587091
41.765564193,-87.622366914
41.765569632,-87.691829041
41.765569632,-87.691829041
41.765620989,-87.619576803
41.765667835,-87.617402611
41.76568828,-87.680735874
41.765693367,-87.595841543
41.765707495,-87.674485899
41.765707495,-87.674485899
41.765709104,-87.674287942
41.765709524,-87.674361249
41.765730101,-87.683272019
41.765750089,-87.68195588
41.76576088,-87.707094214
41.7657767,-87.582439315
41.765800217,-87.686944209
41.765806885,-87.582438963
41.765819345,-87.684495418
41.76587359,-87.576294705
41.765888079,-87.689395594
41.7658997,-87.65656296
41.76591285,-87.660202733
41.765916893,-87.667489846
41.765936102,-87.667489647
41.766003567,-87.594148163
41.766008554,-87.592791845
41.766028696,-87.656565269
41.766029124,-87.580753875
41.766047651,-87.578975856
41.766088572,-87.574770965
41.766102071,-87.573491521
41.766102071,-87.573491521
41.766121798,-87.650501419
41.766123691,-87.65778491
41.766124661,-87.662634466
41.766156013,-87.669924987
41.766159533,-87.648081733
41.766161253,-87.649291358
41.766177629,-87.667494481
41.766195532,-87.654144229
41.766196339,-87.635955586
41.766203963,-87.579795115
41.766224667,-87.578350634
41.766235366,-87.649294236
41.766249991,-87.575527839
41.766249991,-87.575527839
41.766249991,-87.575527839
41.766298808,-87.570050881
41.766298808,-87.570050881
41.766306126,-87.635958063
41.766324176,-87.615276603
41.766346177,-87.648087078
41.766381692,-87.61044471
41.766457683,-87.649299205
41.766471047,-87.686186026
41.766480771,-87.584355543
41.766489174,-87.637180391
41.766547544,-87.627407259
41.766553634,-87.621721841
41.766563171,-87.644448488
41.766565077,-87.638385555
41.766580389,-87.643201997
41.766582569,-87.628194981
41.766613544,-87.674560938
41.766613544,-87.674560938
41.766613666,-87.63103182
41.766613666,-87.63103182
41.766615573,-87.674436286
41.766637378,-87.637182455
41.766687809,-87.612867908
41.766714308,-87.628197204
41.766742714,-87.612870959
41.766749982,-87.628196813
41.766831949,-87.615289269
41.766845795,-87.571422669
41.766850507,-87.586349004
41.766863358,-87.654771338
41.766884009,-87.718402758
41.766961111,-87.648582726
41.767034119,-87.580005338
41.767041392,-87.642738852
41.767100938,-87.638958942
41.767259848,-87.575105403
41.767263813,-87.582814197
41.76729446,-87.627483381
41.767322121,-87.685759589
41.767375557,-87.584378126
41.767382267,-87.622585108
41.767405732,-87.571438037
41.767451604,-87.619604166
41.767466251,-87.689431132
41.767513402,-87.671171991
41.767514319,-87.667531979
41.767520286,-87.674756939
41.767525387,-87.674210703
41.767622557,-87.666321189
41.767648013,-87.680789327
41.767740306,-87.657822935
41.767765576,-87.568185998
41.767792961,-87.654186031
41.767795848,-87.632279919
41.767812549,-87.650545806
41.767829035,-87.650549297
41.767843612,-87.685772673
41.767850518,-87.589053667
41.7678792,-87.683327303
41.7678792,-87.683327303
41.767956594,-87.645709239
41.767993447,-87.574821838
41.768020209,-87.633520145
41.768050974,-87.654194307
41.768054437,-87.569117315
41.768069819,-87.567306284
41.768072278,-87.651767393
41.768125466,-87.650557151
41.76820326,-87.634738833
41.76820326,-87.634738833
41.768243533,-87.689056789
41.768245229,-87.688869821
41.76826976,-87.687373967
41.76826976,-87.687373967
41.768274268,-87.612908808
41.768286371,-87.686424382
41.768339212,-87.589509897
41.768345277,-87.64325273
41.768366653,-87.58950958
41.768376634,-87.591052726
41.768394087,-87.677830867
41.768402925,-87.643255778
41.768430247,-87.674557015
41.768431709,-87.674333391
41.768450478,-87.672822924
41.768451944,-87.623376092
41.768502382,-87.621769953
41.768534413,-87.665505285
41.768561722,-87.663125948
41.768562128,-87.663195593
41.768670211,-87.655888673
41.768705076,-87.653428602
41.768729167,-87.623384033
41.768742947,-87.614127918
41.768743011,-87.590417998
41.768762371,-87.618559567
41.768775762,-87.648695394
41.76882164,-87.575149329
41.768857737,-87.571479508
41.768871442,-87.584415712
41.768918037,-87.620203755
41.768964765,-87.584418293
41.768975173,-87.576375543
41.769005966,-87.571485086
41.769051525,-87.616958092
41.769077585,-87.568221728
41.769084308,-87.688260239
41.769102111,-87.689477091
41.769139191,-87.688259689
41.769142611,-87.576380906
41.769167875,-87.584423262
41.769173634,-87.624255247
41.769185486,-87.625732415
41.769223878,-87.587971059
41.769232737,-87.620944418
41.769236528,-87.684589286
41.769321463,-87.676355119
41.769345721,-87.57638585
41.769352514,-87.614619653
41.769382055,-87.689481623
41.769395258,-87.66394207
41.769395258,-87.66394207
41.769414467,-87.66394187
41.769466447,-87.682057585
41.769468411,-87.659087826
41.769501874,-87.655447361
41.769590554,-87.634973054
41.769636341,-87.661520147
41.769654427,-87.662736999
41.769661943,-87.644525308
41.769681183,-87.684603135
41.769711651,-87.668806946
41.769711651,-87.668806946
41.769736056,-87.644528181
41.769742848,-87.582118129
41.76975684,-87.649385128
41.769779493,-87.651811641
41.769844232,-87.665169109
41.769849367,-87.646953724
41.769860279,-87.662742186
41.769880924,-87.594950449
41.7698816,-87.569036976
41.769896519,-87.593535274
41.769897392,-87.593670899
41.769962693,-87.649390273
41.770067978,-87.688965217
41.770076236,-87.615374061
41.770116488,-87.616986567
41.770124866,-87.645755734
41.77013416,-87.637272952
41.770190602,-87.616989408
41.770202574,-87.620237184
41.770249547,-87.674527403
41.770252762,-87.618598009
41.770257456,-87.620236576
41.770268974,-87.623425707
41.770270107,-87.640240794
41.770448616,-87.616997535
41.770460588,-87.620245324
41.770460588,-87.620245324
41.770479797,-87.620245111
41.770522707,-87.616996711
41.770529985,-87.618605929
41.770555286,-87.724991869
41.770565416,-87.702945412
41.770565763,-87.585004532
41.770577612,-87.616999766
41.770592765,-87.648742059
41.770621253,-87.582573441
41.770678897,-87.728652882
41.770683034,-87.571531227
41.770695367,-87.582576242
41.770757388,-87.612397133
41.770781477,-87.610552944
41.770945134,-87.685855121
41.770962966,-87.684637876
41.770980744,-87.6834133
41.770990476,-87.698901469
41.771041494,-87.621430294
41.771068348,-87.583799955
41.771076886,-87.619615301
41.771096902,-87.576434913
41.771103898,-87.618221974
41.771105569,-87.61804966
41.77113044,-87.571544262
41.771152524,-87.675024054
41.771153839,-87.674774761
41.771209351,-87.682105941
41.771240376,-87.569915317
41.771279158,-87.671272567
41.771294134,-87.670062673
41.771326654,-87.726590238
41.771405984,-87.665211556
41.771444074,-87.646999044
41.771523074,-87.582412624
41.771524452,-87.582203652
41.771648897,-87.574830096
41.771662784,-87.573609191
41.771662784,-87.573609191
41.771674639,-87.656722213
41.771782439,-87.649436929
41.77178664,-87.628339611
41.771813794,-87.644579271
41.771850282,-87.673711855
41.771874483,-87.638705836
41.771874483,-87.638705836
41.771907116,-87.644581938
41.771932287,-87.623469688
41.771934088,-87.641762564
41.771967298,-87.648221547
41.771989936,-87.623472718
41.772022709,-87.638711569
41.772022709,-87.638711569
41.772065828,-87.641764814
41.772070581,-87.674321807
41.772114763,-87.670552785
41.772206333,-87.663157662
41.77234679,-87.653434136
41.772364083,-87.652183869
41.772395385,-87.650060959
41.772440449,-87.585056061
41.772441392,-87.607011343
41.772446057,-87.739670791
41.772462704,-87.645246862
41.772483306,-87.574021091
41.772532392,-87.57646936
41.772588844,-87.608197446
41.772635626,-87.58384403
41.772636876,-87.575251038
41.772669951,-87.574026222
41.772730648,-87.571587649
41.772749857,-87.571587422
41.772765871,-87.575253185
41.772765871,-87.575253185
41.772765871,-87.575253185
41.77278508,-87.575252959
41.772801037,-87.679688634
41.772819702,-87.623188622
41.772821163,-87.588743255
41.772825015,-87.583849157
41.772891614,-87.67969138
41.772891614,-87.67969138
41.772903999,-87.680904691
41.772958903,-87.6809078
41.773007423,-87.575261338
41.773020649,-87.682116947
41.773054421,-87.644613656
41.773064658,-87.610105725
41.773075542,-87.670124972
41.773108823,-87.60753538
41.773144493,-87.674956028
41.773144493,-87.674956028
41.7731575,-87.634868375
41.773189519,-87.671329907
41.77325055,-87.653120315
41.773255332,-87.680915794
41.77338604,-87.674964556
41.773395944,-87.580928049
41.773405326,-87.625143469
41.773408073,-87.66405432
41.773424557,-87.625146923
41.773424557,-87.625146923
41.773464849,-87.665322166
41.773477509,-87.623943894
41.773480399,-87.637881989
41.773487859,-87.620296111
41.773582519,-87.64070371
41.773585263,-87.622729259
41.773621973,-87.694886916
41.773624208,-87.694795243
41.773674212,-87.689984935
41.773809509,-87.588805144
41.773816617,-87.630000084
41.773823896,-87.73970941
41.773895414,-87.640711342
41.773938066,-87.610656815
41.773941358,-87.609435992
41.773960033,-87.615473724
41.773966981,-87.613076067
41.773967711,-87.605788001
41.774039121,-87.662148754
41.774069965,-87.644639452
41.774069965,-87.644639452
41.774141176,-87.705439969
41.774215266,-87.610661035
41.774231194,-87.611885314
41.774277711,-87.711876223
41.77430183,-87.613083318
41.774335213,-87.6070523
41.774380419,-87.60336008
41.77454286,-87.602148439
41.774548831,-87.629020579
41.774551557,-87.693275626
41.774555702,-87.597283435
41.774664088,-87.693278174
41.774716901,-87.682165778
41.77484679,-87.687186995
41.774907335,-87.660445972
41.774945985,-87.586321063
41.774945985,-87.586321063
41.774973717,-87.673786169
41.774994732,-87.694503027
41.7750266,-87.665364618
41.775032346,-87.667773179
41.775073286,-87.593695751
41.775098286,-87.645882255
41.775142326,-87.682176139
41.775142665,-87.675012581
41.775144517,-87.683532573
41.775172399,-87.645885129
41.775222974,-87.660453671
41.775232383,-87.70877648
41.775268726,-87.672591663
41.775283736,-87.67138536
41.775289195,-87.650745135
41.77530619,-87.704196793
41.775328776,-87.667781113
41.775331973,-87.702392815
41.775337096,-87.66166596
41.77538651,-87.630474191
41.775429728,-87.640753492
41.775519362,-87.654390481
41.775545332,-87.630417465
41.775546462,-87.648322769
41.775555312,-87.687762797
41.775623038,-87.625196061
41.775718064,-87.672942665
41.775911443,-87.604611201
41.776024095,-87.597314305
41.776068387,-87.588009129
41.776070273,-87.592969398
41.776070273,-87.592969398
41.776149426,-87.641779604
41.776150283,-87.615522623
41.776151397,-87.641651267
41.776176511,-87.594551952
41.776215591,-87.611929065
41.776221083,-87.762736483
41.776238566,-87.603401333
41.776303146,-87.607096088
41.77631268,-87.603404159
41.776400433,-87.570448042
41.776499057,-87.689667076
41.77650004,-87.676267196
41.776569909,-87.675049311
41.776609827,-87.676269741
41.77662977,-87.667815322
41.776631116,-87.588878829
41.776648266,-87.676273015
41.776654335,-87.612749038
41.77667032,-87.69577323
41.776677959,-87.681002091
41.776678107,-87.662913135
41.776707254,-87.696990038
41.776762536,-87.684792074
41.776763642,-87.695775971
41.77676446,-87.670226282
41.776771281,-87.681004811
41.776785114,-87.67142858
41.776803934,-87.660495804
41.776809356,-87.637450077
41.776816906,-87.724309444
41.776854582,-87.688468342
41.776855857,-87.6847948
41.776920475,-87.66541829
41.776930436,-87.669029392
41.776938959,-87.673843024
41.776950596,-87.686022023
41.776951853,-87.588402181
41.776971593,-87.71371998
41.77699219,-87.679796392
41.777000312,-87.667826156
41.777018037,-87.666623458
41.777049211,-87.708795515
41.777052285,-87.649571585
41.777053483,-87.708571834
41.777087068,-87.66292354
41.777090725,-87.649574843
41.777127824,-87.666625987
41.777161514,-87.702228234
41.777183498,-87.760363239
41.777197451,-87.699782515
41.777223184,-87.652007802
41.777242393,-87.652007599
41.777289278,-87.689153236
41.777389372,-87.636252284
41.777423832,-87.648368783
41.777521029,-87.739818299
41.777541862,-87.615558432
41.777548719,-87.613145977
41.777552628,-87.671750649
41.777575638,-87.787929901
41.777615976,-87.615561272
41.777628955,-87.665968207
41.777640075,-87.605867481
41.777651649,-87.615560874
41.777688461,-87.739824088
41.777691298,-87.608326947
41.77769498,-87.605870527
