Latitude,Longitude
41.713610358,-87.644223089
41.713991727,-87.660883927
41.714071734,-87.653957073
41.714205528,-87.643707626
41.714524235,-87.620384149
41.71461219,-87.562183708
41.71461219,-87.562183708
41.714897356,-87.564604981
41.715125457,-87.651623835
41.71531988,-87.566643724
41.715680818,-87.643058205
41.715910972,-87.655908251
41.716330318,-87.651178898
41.716545037,-87.570947551
41.717051365,-87.638237958
41.717266125,-87.535281725
41.717378186,-87.655273828
41.717545998,-87.616457178
41.717695467,-87.635839192
41.717712231,-87.618913087
41.718000917,-87.630121852
41.718082413,-87.656489817
41.718114626,-87.654042694
41.718418207,-87.645563618
41.718455708,-87.646786617
41.71861319,-87.552399964
41.718660101,-87.534077707
41.718761092,-87.649215524
41.718823567,-87.643141787
41.718858531,-87.572194892
41.718888535,-87.644364499
41.718951651,-87.563106159
41.719108386,-87.663445905
41.719219606,-87.617709608
41.719644819,-87.567863355
41.719832872,-87.598347799
41.720220956,-87.569900451
41.720289807,-87.574079083
41.720644265,-87.63833477
41.720649612,-87.63108931
41.720679834,-87.572470102
41.720679834,-87.572470102
41.720707239,-87.631088682
41.720790031,-87.536498193
41.72165754,-87.628972081
41.721672437,-87.62782172
41.72187776,-87.614896187
41.721922531,-87.612404805
41.721994032,-87.569938072
41.722098789,-87.56588914
41.722221101,-87.660270647
41.722324071,-87.536493892
41.72242751,-87.578643769
41.722429119,-87.560716591
41.722448614,-87.62506957
41.722453222,-87.655407293
41.722460108,-87.576090212
41.722503153,-87.572635409
41.72254192,-87.56937846
41.722660778,-87.656632253
41.722710417,-87.627477022
41.722722979,-87.554650632
41.723033453,-87.60622368
41.723055324,-87.661199704
41.723058613,-87.606296659
41.723078428,-87.659521747
41.72307993,-87.610545649
41.72307993,-87.610545649
41.723125438,-87.622237861
41.723546383,-87.607485349
41.723588077,-87.607569132
41.723916298,-87.630346746
41.724078808,-87.593291837
41.72408434,-87.64449948
41.724237919,-87.560760858
41.724242659,-87.642072751
41.724269034,-87.609367425
41.724361189,-87.651808283
41.724551322,-87.604532478
41.724641899,-87.628734346
41.724647811,-87.597281878
41.724650968,-87.627529047
41.725026736,-87.643309849
41.725123953,-87.593649831
41.725300675,-87.604556978
41.725364578,-87.596075811
41.725394797,-87.629337885
41.725412615,-87.581466178
41.72551515,-87.584981718
41.725622159,-87.597300063
41.725711923,-87.604061451
41.725790998,-87.598811072
41.725800408,-87.598136921
41.725844616,-87.65670508
41.725849118,-87.560803831
41.725851639,-87.594571959
41.725889866,-87.591985239
41.725896149,-87.654275775
41.725970861,-87.662792158
41.725977352,-87.642120096
41.72602344,-87.653061882
41.726059747,-87.634869538
41.726095858,-87.651852227
41.726136684,-87.573889357
41.726138629,-87.573768445
41.726163002,-87.656712729
41.726210086,-87.653067239
41.726307646,-87.637280978
41.726402869,-87.60094348
41.726558818,-87.608224404
41.726559442,-87.608323307
41.726591198,-87.606399702
41.726623452,-87.59852684
41.726810098,-87.59853204
41.72686498,-87.598531415
41.726958304,-87.598534014
41.726959614,-87.574249663
41.727011397,-87.596111934
41.727047541,-87.594902613
41.727088635,-87.574255471
41.727125922,-87.587915691
41.727125922,-87.587915691
41.727125922,-87.587915691
41.727125922,-87.587915691
41.727201167,-87.57425781
41.727323858,-87.586700828
41.727426961,-87.610987818
41.727432867,-87.610617751
41.727503622,-87.606173276
41.72750574,-87.606074341
41.727510629,-87.662827434
41.727543644,-87.60382826
41.727607782,-87.661606514
41.72789922,-87.664050635
41.727998675,-87.660404506
41.72810078,-87.656762001
41.728121719,-87.657989027
41.72820273,-87.665274733
41.728258735,-87.550682243
41.728261055,-87.600988317
41.728319311,-87.545091126
41.728336853,-87.611230402
41.728441802,-87.664385704
41.728525495,-87.625226295
41.728527453,-87.662131797
41.728527475,-87.66213546
41.72853976,-87.59736201
41.728831589,-87.594940798
41.728852906,-87.554118677
41.728866416,-87.585474026
41.728866416,-87.585474026
41.728945342,-87.630584998
41.728994992,-87.627045546
41.72902434,-87.625125567
41.729042916,-87.574305734
41.729192457,-87.682317993
41.729235765,-87.544270295
41.729285315,-87.664087537
41.729297287,-87.608167964
41.729335371,-87.6059438
41.729357514,-87.551240409
41.729357514,-87.551240409
41.729358956,-87.661657878
41.729407053,-87.585053781
41.729423555,-87.545641804
41.72943307,-87.661660769
41.729470047,-87.551242708
41.729555894,-87.665312002
41.729656757,-87.583365673
41.729657469,-87.653155429
41.729657469,-87.653155429
41.729659769,-87.662885683
41.729678947,-87.626254064
41.729678947,-87.626254064
41.729775097,-87.656810376
41.729782134,-87.664104361
41.729822846,-87.661675026
41.730145605,-87.545284948
41.730245924,-87.664575808
41.730307671,-87.643454831
41.730376566,-87.556228779
41.730428469,-87.655916941
41.730492386,-87.58273315
41.730508409,-87.649951831
41.730509981,-87.5986181
41.730626171,-87.583889276
41.730633632,-87.604676217
41.730698218,-87.582734417
41.730810629,-87.640386703
41.730960457,-87.551279583
41.731018083,-87.551278884
41.731110444,-87.608905934
41.73115215,-87.554046926
41.731187085,-87.604102106
41.731190829,-87.603827294
41.731211183,-87.65928289
41.731423458,-87.65200108
41.731507477,-87.653212848
41.731514496,-87.666584965
41.731522269,-87.6520037
41.731545427,-87.662939347
41.731579232,-87.649581447
41.73251428,-87.67005145
41.732569089,-87.640279876
41.732569819,-87.640400769
41.732569819,-87.640400769
41.732600881,-87.635557058
41.732931365,-87.545727176
41.732982648,-87.605957607
41.7330773,-87.547000358
41.733197065,-87.666637175
41.733232739,-87.666636806
41.733253531,-87.667856608
41.73327429,-87.55133578
41.733382539,-87.631873889
41.733401058,-87.614445382
41.733415636,-87.638677057
41.733454579,-87.652056554
41.733473126,-87.649634636
41.733493099,-87.664216054
41.733496394,-87.604746446
41.733517296,-87.617679154
41.733567481,-87.63746639
41.733596793,-87.638682432
41.733617158,-87.604748745
41.733632786,-87.559292705
41.733739365,-87.631884662
41.733847113,-87.60899975
41.733859373,-87.608332812
41.733932151,-87.603356625
41.734121028,-87.652448861
41.734144934,-87.619313551
41.734585688,-87.589298618
41.734623235,-87.573232495
41.734679636,-87.730331611
41.734770191,-87.669115954
41.73477109,-87.608428808
41.734897624,-87.552759624
41.734927842,-87.631915696
41.73493612,-87.667912515
41.734942451,-87.658177709
41.734942451,-87.658177709
41.735025437,-87.551376823
41.735084271,-87.552764692
41.735088991,-87.656963451
41.735127431,-87.656966712
41.73522457,-87.661831252
41.73522457,-87.661831252
41.735326044,-87.642378922
41.735367281,-87.65575513
41.735432223,-87.619346923
41.735547653,-87.552301102
41.735567532,-87.622580595
41.735680362,-87.608572465
41.73570302,-87.669549669
41.735715546,-87.606322467
41.7357172,-87.606150247
41.73574715,-87.603947936
41.735752519,-87.625429032
41.735760402,-87.60300984
41.735816901,-87.661286494
41.735820611,-87.660982355
41.735873659,-87.657394882
41.735892351,-87.63935383
41.735993617,-87.568416679
41.736027301,-87.646742401
41.736029804,-87.646702072
41.73607625,-87.601324547
41.736126864,-87.629184056
41.736137672,-87.576911482
41.73627756,-87.614519556
41.736279679,-87.5611295
41.736288276,-87.641753075
41.736296618,-87.640404677
41.736360445,-87.6229932
41.736463265,-87.554176909
41.736508334,-87.614121283
41.736508334,-87.614121283
41.736508334,-87.614121283
41.736511877,-87.550025137
41.73661597,-87.559718535
41.736646026,-87.552800739
41.736736579,-87.667945225
41.736763314,-87.596755181
41.736793013,-87.594541841
41.736800426,-87.556957401
41.736811056,-87.550032493
41.736820751,-87.558342113
41.736823619,-87.663089637
41.736830917,-87.648503513
41.736836559,-87.554187053
41.736842677,-87.545825944
41.736906763,-87.55280491
41.736906763,-87.55280491
41.736906763,-87.55280491
41.736952142,-87.660662784
41.736952879,-87.645490473
41.736955229,-87.645424498
41.736982421,-87.669170102
41.737029077,-87.577670444
41.73708002,-87.661881538
41.737116833,-87.660668393
41.737120051,-87.663097547
41.737150055,-87.650943966
41.737262417,-87.560762326
41.737275576,-87.648517108
41.737298961,-87.653378911
41.737366728,-87.552242422
41.737366853,-87.55226074
41.737388488,-87.550600714
41.737401728,-87.549724872
41.737448633,-87.546148296
41.737656263,-87.612936008
41.737733086,-87.601210469
41.737864176,-87.710479691
41.737880777,-87.575733213
41.737959637,-87.579377939
41.737976685,-87.695965559
41.738085592,-87.562379266
41.738121265,-87.562378839
41.738253005,-87.562380927
41.738429441,-87.674068628
41.738461094,-87.66435135
41.73850297,-87.558743248
41.73855005,-87.663133974
41.738573994,-87.564824644
41.738628508,-87.664353277
41.738637367,-87.55995442
41.738686553,-87.666785585
41.738705762,-87.666785387
41.738923407,-87.647345431
41.738925174,-87.648561871
41.738925174,-87.648561871
41.738988679,-87.654639836
41.739098268,-87.644921637
41.739118468,-87.642799939
41.739173407,-87.553590879
41.739356587,-87.668753585
41.739393395,-87.666107752
41.739476258,-87.660083169
41.739593426,-87.641919138
41.739622639,-87.638119181
41.739698771,-87.581775883
41.739737464,-87.567273029
41.739787158,-87.700293265
41.739789256,-87.700175993
41.739817594,-87.604913162
41.739960146,-87.562408141
41.739995819,-87.562407715
41.74000968,-87.559978259
41.740081936,-87.642379238
41.740133369,-87.579414802
41.740140214,-87.615623344
41.740188275,-87.579417823
41.7401952,-87.702132305
41.740231473,-87.56727815
41.740347111,-87.562410841
41.740350147,-87.555126561
41.740399389,-87.559980911
41.740420391,-87.65589621
41.74042153,-87.553916542
41.74043773,-87.561193272
41.740484569,-87.557554245
41.740556578,-87.674120153
41.74061243,-87.646180582
41.740649137,-87.637686734
41.740712272,-87.57356008
41.740778629,-87.734744814
41.74078789,-87.649831859
41.740797975,-87.663191212
41.740926349,-87.639962841
41.741011113,-87.552234899
41.741170915,-87.585745319
41.741190698,-87.614651636
41.741206191,-87.666374791
41.741271378,-87.731358205
41.741304411,-87.659690327
41.741403207,-87.652705376
41.741445935,-87.710558668
41.741505268,-87.611423652
41.741505268,-87.611423652
41.741523978,-87.581813227
41.741698487,-87.587959696
41.741728501,-87.577014421
41.741728501,-87.577014421
41.741880833,-87.568519029
41.741898182,-87.579449121
41.741947391,-87.580676052
41.741947391,-87.580676052
41.742012829,-87.544209152
41.742043578,-87.552728046
41.742084508,-87.666871364
41.742092997,-87.553943963
41.742167654,-87.602035843
41.742183808,-87.600694557
41.742254382,-87.544217187
41.742254682,-87.561226467
41.742260398,-87.555158458
41.742442902,-87.572990044
41.74249347,-87.666881792
41.742527775,-87.54887474
41.742545214,-87.664451864
41.742546673,-87.643807518
41.742678694,-87.628031524
41.742680653,-87.56336128
41.742684668,-87.563141378
41.742723745,-87.68848018
41.742764452,-87.557054115
41.742792128,-87.646300248
41.742856807,-87.724956584
41.74301694,-87.667235477
41.743220259,-87.636731919
41.743298619,-87.647936448
41.743330403,-87.546655412
41.743333331,-87.611480125
41.743423523,-87.600152807
41.743629649,-87.562463183
41.743662642,-87.561246242
41.743703739,-87.562462297
41.743717002,-87.57476319
41.743728363,-87.694904658
41.743802596,-87.55433369
41.743935565,-87.606885657
41.743949634,-87.575082912
41.743970443,-87.585797123
41.743999989,-87.544250778
41.744088125,-87.560039248
41.744112611,-87.545465953
41.744270923,-87.631704085
41.744279918,-87.652356197
41.744326122,-87.662073544
41.744327713,-87.663286425
41.744374304,-87.572901299
41.744389865,-87.546679123
41.74444837,-87.651145182
41.744536265,-87.560568865
41.744544863,-87.64386309
41.744560242,-87.639124916
41.744647338,-87.552238463
41.744666278,-87.55098869
41.744745858,-87.635788345
41.744840327,-87.556417161
41.744843305,-87.738510686
41.744874654,-87.635757636
41.744909385,-87.603789279
41.744923653,-87.602579875
41.744965129,-87.608695245
41.744968571,-87.600153551
41.744971567,-87.596760307
41.745005285,-87.605063397
41.745007012,-87.600156778
41.745019172,-87.603791701
41.745027159,-87.585821509
41.745071859,-87.602581859
41.745079376,-87.605062559
41.745079376,-87.605062559
41.745087662,-87.624377421
41.745106644,-87.585384526
41.745188071,-87.607494484
41.74519462,-87.58583056
41.745196938,-87.59169355
41.745225027,-87.603796699
41.745230349,-87.605068182
41.745242802,-87.594126176
41.745247599,-87.574653564
41.745265005,-87.600161171
41.745270795,-87.54427919
41.745274969,-87.602586885
41.745320376,-87.606283743
41.745336678,-87.544282048
41.745436489,-87.582940208
41.745479227,-87.59889818
41.745498952,-87.550351969
41.745609284,-87.671807524
41.745683397,-87.671810428
41.745685214,-87.611919162
41.7457119,-87.684023656
41.745718468,-87.558850737
41.745801428,-87.604676964
41.745813125,-87.603493223
41.745813125,-87.603493223
41.74581457,-87.550355463
41.745814961,-87.60335029
41.745815403,-87.603419909
41.745832428,-87.601781719
41.745869477,-87.55035846
41.745880737,-87.597314236
41.745901647,-87.6560438
41.745901647,-87.6560438
41.745907494,-87.664537893
41.745910678,-87.553996731
41.745924358,-87.550357793
41.745924358,-87.550357793
41.745971061,-87.55521259
41.74598942,-87.551449002
41.746023363,-87.645122496
41.746153351,-87.665759266
41.746180313,-87.700593246
41.746226472,-87.645127655
41.746226472,-87.645127655
41.746226472,-87.645127655
41.746241919,-87.662119548
41.746243237,-87.696583715
41.746447258,-87.553400264
41.746487231,-87.645135864
41.746509155,-87.621261646
41.746537383,-87.719366496
41.746652877,-87.635291321
41.746765368,-87.602624951
41.746785826,-87.612379558
41.746875014,-87.636622787
41.74689218,-87.601421562
41.746916341,-87.602630568
41.746942674,-87.552804287
41.747046586,-87.612387634
41.747078826,-87.601426771
41.747141383,-87.574686235
41.747170897,-87.605119541
41.747184808,-87.603851467
41.747184808,-87.603851467
41.747201007,-87.585876911
41.747302562,-87.584193726
41.747352098,-87.552073755
41.74738452,-87.557669064
41.74738452,-87.557669064
41.747399575,-87.69133569
41.747405985,-87.681265526
41.747428729,-87.703545586
41.747538248,-87.550393151
41.747548499,-87.567385388
41.747557006,-87.609329377
41.747565692,-87.555240973
41.7475849,-87.555240741
41.747635376,-87.604363064
41.747644003,-87.603560435
41.747664827,-87.654874605
41.747672195,-87.601090224
41.747674145,-87.600965608
41.747705661,-87.550394781
41.747721745,-87.596820484
41.747758596,-87.66337168
41.747831634,-87.652454252
41.747854722,-87.710203569
41.74798997,-87.574361093
41.74802323,-87.662163291
41.748049797,-87.647607407
41.748094124,-87.65974028
41.748102615,-87.631808947
41.748184273,-87.636659935
41.74818801,-87.656104054
41.748253086,-87.64397366
41.748298358,-87.551190118
41.748305725,-87.631814065
41.748315167,-87.550031913
41.748316128,-87.681095074
41.748327199,-87.643976532
41.748439023,-87.605160178
41.748450248,-87.670008368
41.748458232,-87.605159961
