CaseNumber,Latitude,Longitude
HT216724,41.758649788,-87.598572099
HT221364,41.757886076,-87.61669378
HT222009,41.888912132,-87.758925203
HT223608,41.925398449,-87.652311296
HT223848,41.916264751,-87.726531015
HT230621,41.899133243,-87.71331549
HT238913,41.750323974,-87.658588247
HT239403,41.90139334,-87.72749466
HT240518,41.811359971,-87.606010616
HT242239,41.794344947,-87.615968735
HT242557,41.750774468,-87.634781251
HT242646,41.811145094,-87.68565586
HT243538,41.759145606,-87.630897008
HT244208,41.838037246,-87.712173487
HT245722,41.859316712,-87.689336473
HT246404,41.749991096,-87.692478898
HT248769,41.843422232,-87.718430128
HT249709,41.756259091,-87.624719943
HT249814,41.756507401,-87.562686593
HT249886,41.841327638,-87.731768167
HT250705,41.751037603,-87.557731362
HT251914,41.80834424,-87.690239717
HT253985,41.697129489,-87.624179371
HT254729,41.807869057,-87.674666629
HT256273,41.748458232,-87.605159961
HT257175,41.766123691,-87.65778491
HT263058,41.895495322,-87.641874619
HT264128,41.750492144,-87.597895552
HT266072,41.873295038,-87.715650798
HT267595,41.745814961,-87.60335029
HT268838,41.900853499,-87.725563942
HT269154,41.873559064,-87.716268776
HT272595,41.865363538,-87.654758725
HT272658,41.803335167,-87.603761388
HT273641,41.710841206,-87.621245234
HT274248,41.876506094,-87.749272749
HT276691,41.902346538,-87.629939417
HT280063,41.65182863,-87.615331145
HT282064,41.8789805,-87.626105087
HT283484,41.769654427,-87.662736999
HT289863,41.788592977,-87.62393128
HT290812,41.823665846,-87.603072021
HT291491,41.849026169,-87.721026433
HT292700,41.703894733,-87.560824999
HT292896,41.776648266,-87.676273015
HT293110,41.789554916,-87.672965679
HT300657,41.779017533,-87.649627702
HT301458,41.8945688,-87.722387684
HT302630,41.763716858,-87.584713912
HT302956,41.726138629,-87.573768445
HT303270,41.693706351,-87.618267095
HT303390,41.937014603,-87.697758444
HT304047,42.015235142,-87.672457652
HT305200,41.776499057,-87.689667076
HT305737,41.875039202,-87.743616835
HT306130,41.681732837,-87.642041028
HT306214,41.908155444,-87.754689609
HT309082,41.869559474,-87.725302397
HT309472,41.740350147,-87.555126561
HT309489,41.862542217,-87.723195599
HT311295,41.701138424,-87.607393187
HT311503,41.930934583,-87.704951995
HT314942,41.789906652,-87.658407993
HT315830,41.702522694,-87.623387722
HT321920,41.756172866,-87.612622686
HT322147,41.794257836,-87.648919345
HT322177,41.791160785,-87.579836586
HT322195,41.893419066,-87.763508955
HT322222,41.775429728,-87.640753492
HT322239,41.749458042,-87.68405187
HT322321,41.785687723,-87.616567588
HT322419,41.735873659,-87.657394882
HT323731,41.793571713,-87.632974565
HT324288,41.760967834,-87.630899126
HT326088,41.819699028,-87.704426478
HT326121,41.882209791,-87.76703474
HT327899,41.771240376,-87.569915317
HT329479,41.875289885,-87.723827091
HT329646,41.740556578,-87.674120153
HT329708,41.9538508,-87.713395717
HT329725,41.732982648,-87.605957607
HT329811,41.776803934,-87.660495804
HT331248,41.840255453,-87.709796014
HT332453,41.764530483,-87.693474202
HT332736,41.79162912,-87.653593442
HT332755,41.953140919,-87.770013728
HT333114,41.758998928,-87.56551195
HT333339,41.949160645,-87.744621475
HT333592,41.871313372,-87.725362879
HT336027,41.774945985,-87.586321063
HT337165,41.749634988,-87.709046647
HT339411,41.766249991,-87.575527839
HT340182,41.891770253,-87.717871145
HT341170,41.861991752,-87.711636999
HT341173,41.876291236,-87.742676339
HT341460,41.798704033,-87.669574729
HT341462,41.871075686,-87.694714804
HT341462,41.871075686,-87.694714804
HT342775,41.904380494,-87.732466036
HT345760,41.797180707,-87.66953177
HT345864,41.906162186,-87.734172242
HT347071,41.87028684,-87.725328548
HT347874,41.694274262,-87.63429816
HT351126,41.85420142,-87.647619935
HT354290,41.793810528,-87.654006786
HT354853,41.903912753,-87.7684483
HT357757,41.837566298,-87.647258109
HT360630,41.781690138,-87.698341367
HT361310,41.842635808,-87.708983864
HT361674,41.839585654,-87.732936793
HT362796,41.761330424,-87.659829116
HT365883,41.780519184,-87.661813536
HT367559,41.817576519,-87.618372864
HT368913,41.795498956,-87.676780956
HT369456,41.699411804,-87.620917276
HT372628,41.825144197,-87.702021394
HT373265,41.87974804,-87.726700354
HT375188,41.864062245,-87.720049633
HT375982,41.864278508,-87.659707941
HT376320,41.739118468,-87.642799939
HT376457,41.837851998,-87.726806285
HT378694,41.777552628,-87.671750649
HT380212,41.69948891,-87.628078891
HT380696,41.897075159,-87.702250084
HT381315,41.895505083,-87.71174182
HT383639,41.783283846,-87.637567068
HT387816,41.76820326,-87.634738833
HT387816,41.76820326,-87.634738833
HT387869,41.737116833,-87.660668393
HT389101,41.86187256,-87.716505967
HT389395,41.777768368,-87.656027569
HT389841,41.655517864,-87.551523275
HT391457,41.772070581,-87.674321807
HT392319,41.754115911,-87.55033154
HT392495,41.729285315,-87.664087537
HT393919,41.6768993,-87.634654594
HT394073,41.81652679,-87.623898223
HT394384,41.800559712,-87.63314787
HT397255,41.778515501,-87.661753782
HT397607,41.773144493,-87.674956028
HT397655,41.789935306,-87.643824279
HT397884,41.728441802,-87.664385704
HT398753,41.751245796,-87.563797643
HT399475,41.895445687,-87.718037872
HT400137,41.809627111,-87.598059531
HT400684,41.799373265,-87.61609603
HT400981,41.766196339,-87.635955586
HT401066,41.784876685,-87.618974609
HT405221,41.739789256,-87.700175993
HT405253,41.766565077,-87.638385555
HT410365,41.990377864,-87.709657259
HT411014,41.776654335,-87.612749038
HT411255,41.787220144,-87.703372633
HT412137,41.900244263,-87.770798456
HT412284,41.760264172,-87.613427244
HT412497,41.745436489,-87.582940208
HT412757,41.80419646,-87.672147822
HT415667,41.895581088,-87.665641523
HT415911,41.77325055,-87.653120315
HT419132,41.838016406,-87.713395694
HT420373,41.862986112,-87.703749155
HT420854,41.895420644,-87.720539406
HT420945,41.751291175,-87.604856753
HT421384,41.7640148,-87.688120416
HT421725,41.745079376,-87.605062559
HT421725,41.745079376,-87.605062559
HT422071,41.882293653,-87.761253919
HT422606,41.746180313,-87.700593246
HT422830,41.818566104,-87.690137458
HT423529,41.765510452,-87.582431423
HT424089,41.786027774,-87.642509465
HT425376,41.769711651,-87.668806946
HT425909,41.764949586,-87.609203516
HT429302,41.764272595,-87.581984007
HT430123,41.817499359,-87.626301367
HT430821,41.893332465,-87.667817232
HT431002,41.662089658,-87.638990399
HT432177,41.688025852,-87.615668353
HT432279,41.918894265,-87.735001129
HT433812,41.891711103,-87.724277006
HT435897,41.767648013,-87.680789327
HT435909,42.021140589,-87.669124809
HT436147,41.75923734,-87.647902483
HT442065,41.858335488,-87.727383648
HT442132,41.778429255,-87.615277232
HT442280,41.71531988,-87.566643724
HT442517,41.751833633,-87.558572004
HT445546,41.734927842,-87.631915696
HT445656,41.806357759,-87.662475418
HT447447,41.745609284,-87.671807524
HT451630,41.777197451,-87.699782515
HT452951,41.77538651,-87.630474191
HT453153,41.770067978,-87.688965217
HT455244,41.794460797,-87.616942916
HT458312,41.813218898,-87.666321536
HT458816,41.890613108,-87.76048188
HT460745,41.890224873,-87.75420507
HT462057,41.837836381,-87.724373437
HT464142,41.913177577,-87.754181327
HT464552,41.76729446,-87.627483381
HT465093,41.96394351,-87.649974267
HT465596,41.861440662,-87.736036312
HT469228,41.763210908,-87.655737173
HT469506,41.864688766,-87.652493383
HT469703,41.795996412,-87.6176336
HT470465,41.96298133,-87.658967082
HT473739,41.884573706,-87.734788966
HT474720,41.872362366,-87.713174069
HT477011,41.866487235,-87.697671823
HT477755,41.902285153,-87.752443086
HT477936,41.73251428,-87.67005145
HT478600,41.763503773,-87.63634029
HT478900,41.928947949,-87.657161147
HT478932,41.902182086,-87.761983743
HT479527,41.878305097,-87.699860728
HT479527,41.878305097,-87.699860728
HT479688,41.774664088,-87.693278174
HT481682,41.654069013,-87.605887439
HT482967,41.863729819,-87.732439298
HT484349,41.856600977,-87.705390206
HT484475,41.763140959,-87.623251372
HT487388,41.893393279,-87.766616423
HT491143,41.784011918,-87.700848415
HT491143,41.784011918,-87.700848415
HT493229,41.727125922,-87.587915691
HT494057,41.709876983,-87.625976685
HT494625,41.910062197,-87.711038518
HT495036,41.783432002,-87.615701737
HT495239,41.772903999,-87.680904691
HT495827,41.977339487,-87.772279273
HT498787,41.754786124,-87.670833714
HT498844,41.970867608,-87.707321313
HT500599,41.843688081,-87.728182475
HT501879,41.845748023,-87.707511245
HT502027,41.745027159,-87.585821509
HT502057,41.904427807,-87.729453331
HT502251,41.78742159,-87.691182222
HT502439,41.762231982,-87.684395941
HT504254,41.785813869,-87.672864736
HT504562,41.785195069,-87.618982074
HT508548,41.882310798,-87.735526169
HT509760,41.765248775,-87.566496772
HT513786,41.894314571,-87.72360584
HT514961,41.810640725,-87.609011934
HT515262,41.785714007,-87.615063951
HT518983,41.724078808,-87.593291837
HT522383,41.92119856,-87.76953783
HT523755,41.737656263,-87.612936008
HT524628,41.713224967,-87.649076453
HT529517,41.773477509,-87.623943894
HT529591,41.772588844,-87.608197446
HT530884,41.909384533,-87.765064273
HT531199,41.750410496,-87.602733865
HT532692,41.953462691,-87.669026526
HT532844,41.874974798,-87.725475051
HT532864,41.923314779,-87.725512504
HT534990,41.95566387,-87.713745789
HT535496,41.695439011,-87.634036561
HT537029,41.894824927,-87.631788635
HT537113,41.969754969,-87.755772499
HT540276,41.881663524,-87.654615667
HT541771,41.765316099,-87.611625977
HT544413,41.766298808,-87.570050881
HT544907,41.773255332,-87.680915794
HT545017,41.886467974,-87.755289326
HT546981,41.768072278,-87.651767393
HT547395,41.67895423,-87.625144019
HT547805,41.943378528,-87.7199738
HT548795,41.777615976,-87.615561272
HT549735,41.876988081,-87.733637005
HT549836,41.772022709,-87.638711569
HT554458,41.852678917,-87.712362191
HT554970,41.83398041,-87.640089605
HT555220,41.917767487,-87.753401303
HT555401,41.831591357,-87.652216784
HT555511,41.819106567,-87.697007016
HT555570,41.772206333,-87.663157662
HT556478,41.759162013,-87.683100073
HT556697,41.710418768,-87.608980816
HT556930,41.763481273,-87.566470168
HT558544,41.877286769,-87.75495347
HT558544,41.877286769,-87.75495347
HT559589,41.792861243,-87.676701528
HT559744,41.760948626,-87.630899336
HT562072,41.809763953,-87.671081853
HT563908,41.77900248,-87.701146952
HT564486,41.752812742,-87.566252678
HT564834,41.860026059,-87.723773831
HT566129,41.912661277,-87.766199855
HT566177,41.751355924,-87.598647957
HT566945,41.777740745,-87.631760999
HT567873,41.786258374,-87.702641369
HT568219,41.763900132,-87.672294119
HT568919,41.816776477,-87.687139881
HT569245,41.759011495,-87.564518539
HT572234,41.659135983,-87.609072738
HT572234,41.659135983,-87.609072738
HT572234,41.659135983,-87.609072738
HT572694,41.973709731,-87.668128481
HT574573,41.733596793,-87.638682432
HT575535,41.864186063,-87.70437984
HT575599,41.902674603,-87.66747411
HT575952,41.886448149,-87.763401971
HT576092,41.877169004,-87.719061434
HT576362,41.736508334,-87.614121283
HT576362,41.736508334,-87.614121283
HT576362,41.736508334,-87.614121283
HT578000,41.811772474,-87.666288856
HT578691,41.822199933,-87.602134797
HT581763,41.688888563,-87.628242277
HT582670,41.79196818,-87.629240627
HT582731,41.741304411,-87.659690327
HT583773,41.730307671,-87.643454831
HT583947,41.781553183,-87.613233162
HT585334,41.855390852,-87.678382179
HT587790,41.793702667,-87.693041121
HT590868,41.773464849,-87.665322166
HT591054,41.681445352,-87.638511462
HT591361,41.717051365,-87.638237958
HT595819,41.764938517,-87.661591151
HT598720,41.759947729,-87.66365908
HT599971,41.736736579,-87.667945225
HT604560,41.800150999,-87.709869551
HT606704,41.780701922,-87.673936459
HT607919,41.888658426,-87.748890295
HT609025,41.9143833,-87.763708292
HT612170,41.814871498,-87.689503114
HT613476,41.692197539,-87.655494409
HT616260,41.781691798,-87.610833743
HT616974,41.968165433,-87.657618053
HT617152,41.934262479,-87.714904846
HT617267,41.689408345,-87.651159512
HT617759,41.774215266,-87.610661035
HT618688,41.795039369,-87.695055796
HT619354,42.021777267,-87.666762834
HT621654,41.73607625,-87.601324547
HT624348,41.876069186,-87.687170823
HT625528,41.761286569,-87.606693651
HT625714,41.955187582,-87.712952623
HT626172,41.78396023,-87.69596501
HT629330,41.961195991,-87.706629167
HT629492,41.877014858,-87.731411572
HT630007,41.878802616,-87.731126737
HT635830,41.777907183,-87.600398086
HT637390,41.685242809,-87.629376718
HT639247,41.771648897,-87.574830096
HT641355,41.882764746,-87.763276799
HT644437,41.779376229,-87.669612762
HT645596,41.916849262,-87.752531481
HT645849,41.824320533,-87.709991008
HT645986,41.873737392,-87.745020388
HT646140,41.816039143,-87.626258734
HT646724,41.887443597,-87.651028879
HT646724,41.887443597,-87.651028879
HT649448,41.774069965,-87.644639452
HT649448,41.774069965,-87.644639452
HT650660,41.774994732,-87.694503027
HT650674,41.802476525,-87.646546942
HT651443,41.703787141,-87.605294344
HT652264,41.902451022,-87.775378157
HT652289,41.859809525,-87.705483628
HT653740,41.784438299,-87.649760778
HT654081,41.81326188,-87.669952677
HT654534,41.784509877,-87.646119056
HV005095,41.84547885,-87.731079671
HV005095,41.84547885,-87.731079671
HV005469,41.752258758,-87.600360112
HV101396,41.968479866,-87.705259739
HV101433,41.699577165,-87.608304224
HV102145,41.773189519,-87.671329907
HV102221,41.75356945,-87.56450286
HV102986,41.900017263,-87.726225708
HV103489,41.764671452,-87.684844209
HV103598,42.001682746,-87.67313138
HV104908,41.789856574,-87.662038784
HV105192,41.879294275,-87.741238618
HV107009,41.879629789,-87.736605042
HV108064,41.93999607,-87.727949036
HV108112,41.897299216,-87.767907874
HV108827,41.791565336,-87.663289748
HV109263,41.92146429,-87.752379397
HV109294,41.769185486,-87.625732415
HV109353,41.849546197,-87.701517256
HV110526,41.78969544,-87.648685524
HV111716,41.988083216,-87.656752717
HV112746,41.870228606,-87.7479237
HV113178,41.74061243,-87.646180582
HV114596,41.948707142,-87.646666855
HV117097,41.787645257,-87.692412039
HV117252,41.826333228,-87.684915757
HV117302,41.756906514,-87.590363943
HV117352,41.77857777,-87.729322944
HV120395,41.778361393,-87.68606283
HV121575,41.723055324,-87.661199704
HV123567,41.762419957,-87.683180808
HV125847,41.896565217,-87.636368223
HV125887,42.022547568,-87.676139494
HV126713,41.917565094,-87.687707689
HV127105,41.731110444,-87.608905934
HV128067,42.0205349,-87.666418834
HV128067,42.0205349,-87.666418834
HV128261,41.760005657,-87.572460212
HV128507,41.77662977,-87.667815322
HV128858,41.770249547,-87.674527403
HV129475,41.792249921,-87.627748714
HV130003,41.854899722,-87.654762896
HV141190,41.854931054,-87.704129154
HV143181,41.786875732,-87.617405044
HV146311,41.773624208,-87.694795243
HV149555,41.786873855,-87.655550394
HV151961,41.902319697,-87.687009075
HV153666,41.849993569,-87.702026705
HV153696,41.884770936,-87.758899868
HV154847,41.854342414,-87.717547369
HV160915,41.777783389,-87.615563072
HV161867,41.89364708,-87.714253714
HV163768,41.943300617,-87.718746857
HV164067,41.91245631,-87.663445006
HV164425,41.802169045,-87.668449681
HV164778,41.846441684,-87.695917766
HV164829,41.796289432,-87.676802226
HV164849,41.751767411,-87.563417608
HV164849,41.751767411,-87.563417608
HV170129,41.859771107,-87.705484004
HV170751,41.762007252,-87.579272426
HV170940,41.806264438,-87.662472724
HV171083,41.877140857,-87.721499862
HV171879,41.675719502,-87.617748779
HV173613,41.682630557,-87.655455714
HV175292,41.798450614,-87.616883811
HV176540,41.793632334,-87.619196435
HV176745,41.769084308,-87.688260239
HV177424,41.750421805,-87.658891391
HV178038,41.704641317,-87.609312999
HV178492,41.709320072,-87.566945747
HV180021,41.679034586,-87.645606079
HV180654,41.892860415,-87.770984454
HV181039,41.793839941,-87.620367621
HV183140,41.852019321,-87.670928787
HV184810,41.945088611,-87.64501481
HV185891,41.776238566,-87.603401333
HV186143,41.81791667,-87.62144331
HV186233,41.751036939,-87.550350636
HV188763,41.768243533,-87.689056789
HV190454,41.888179258,-87.757796948
HV190926,41.910754075,-87.710087618
HV193128,41.878254507,-87.68635566
HV194712,41.751329969,-87.601030331
HV194936,41.850134482,-87.675785789
HV197452,41.739960146,-87.562408141
HV197846,41.777053483,-87.708571834
HV197912,41.838048222,-87.712173381
HV200885,41.99690953,-87.687413995
HV201070,41.79718415,-87.702779969
HV202018,41.836302897,-87.721896322
HV202301,41.874549237,-87.689679268
HV202304,41.785765113,-87.692357431
HV202342,41.751290896,-87.60481278
HV202542,41.778115781,-87.600403043
HV202736,41.757006621,-87.670895174
HV202767,41.797733729,-87.660342934
HV203582,41.968358893,-87.717373489
HV203964,41.905900873,-87.725181777
HV204101,41.87203284,-87.6896935
HV206735,41.728527475,-87.66213546
HV207478,41.783409097,-87.643318555
HV207595,41.763084756,-87.664179939
HV207916,41.839944326,-87.731729746
HV210050,41.793126705,-87.660919195
HV210902,41.746153351,-87.665759266
HV211600,41.758027797,-87.637517408
HV213173,41.652268611,-87.617232658
HV213223,41.780222635,-87.670289648
HV213410,41.786569368,-87.644956704
HV213752,41.915277252,-87.731827415
HV214020,41.921521189,-87.751151608
HV215318,41.761312596,-87.661002202
HV217229,41.758729795,-87.590104677
HV217424,41.779492501,-87.607173759
HV217424,41.779492501,-87.607173759
HV217424,41.779492501,-87.607173759
HV219526,41.86339496,-87.732427749
